,Unnamed: 0,A1:CO,A1:PM10,A1:PM25,A1:NO2,A1:NO,A1:NOX
0,,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis
1,,A1,A1,A1,A1,A1,A1
2,,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
3,,CO,PM10,PM25,NO2,NO,NOX
4,,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
3992,2019-06-16 04:00:00Z,0.265,31.8,13.7,49.7,79.8,171.9
3993,2019-06-16 05:00:00Z,0.253,28.9,10.6,43,77.2,161.5
3994,2019-06-16 06:00:00Z,0.241,28,11,50.2,99.6,203.3
3995,2019-06-16 07:00:00Z,0.364,34.6,15.5,45,94.2,189
3996,2019-06-16 08:00:00Z,0.348,28.8,14.5,51.6,100.9,206.7
3997,2019-06-16 09:00:00Z,0.365,22.7,11.5,58.8,120.3,243.2
3998,2019-06-16 10:00:00Z,0.381,31.9,13.1,63.1,123.9,253.2
3999,2019-06-16 11:00:00Z,0.364,25.3,14.8,63.1,114.2,237.8
4000,2019-06-16 12:00:00Z,0.382,30.5,15,62.6,123.8,252.5
4001,2019-06-16 13:00:00Z,0.389,27.3,13.1,56.4,110.7,226.4
4002,2019-06-16 14:00:00Z,0.391,29.8,18.8,62.1,121.4,248.7
4003,2019-06-16 15:00:00Z,0.474,29.9,11.1,57.4,119.6,240.9
4004,2019-06-16 16:00:00Z,0.376,30.4,14.9,57.8,111,228.3
4005,2019-06-16 17:00:00Z,0.415,25,11.5,59.7,110.6,229.2
4006,2019-06-16 18:00:00Z,0.489,34.8,14,71.2,139.1,285.2
4007,2019-06-16 19:00:00Z,0.6,38.4,18.7,74.6,148.6,302.6
4008,2019-06-16 20:00:00Z,0.481,39.9,16.8,89.4,177.5,361.4
4009,2019-06-16 21:00:00Z,0.55,40,19.8,91.3,164.7,344
4010,2019-06-16 22:00:00Z,0.44,28,16.8,72.2,113.2,245.9
4011,2019-06-16 23:00:00Z,0.317,23.3,4.9,68.9,64.7,168.4
4012,2019-06-17 00:00:00Z,0.452,37.6,13,78.9,94.9,224.9
4013,2019-06-17 01:00:00Z,0.378,44,20.2,69.8,93.3,213
4014,2019-06-17 02:00:00Z,0.353,32.4,12.1,59.3,78.1,178.7
4015,2019-06-17 03:00:00Z,0.285,33.1,10,54.5,78,173.8
4016,2019-06-17 04:00:00Z,0.321,40.8,14.8,58.3,126.1,251.6
4017,2019-06-17 05:00:00Z,0.422,48.6,16.3,75.1,213.2,402.1
4018,2019-06-17 06:00:00Z,0.474,52.7,14.8,75.1,215.3,405.3
4019,2019-06-17 07:00:00Z,0.834,66.5,23.9,101.8,293.7,552.1
4020,2019-06-17 08:00:00Z,0.79,72.2,22,96.6,251.3,482.4
4021,2019-06-17 09:00:00Z,0.37,46.6,13,69.3,134.1,275.4
4022,2019-06-17 10:00:00Z,0.393,36,13.9,75,148.3,302.6
4023,2019-06-17 11:00:00Z,0.376,34.7,12.9,68.9,118.5,250.8
4024,2019-06-17 12:00:00Z,0.314,28.9,10.9,62.2,71.1,171.3
4025,2019-06-17 13:00:00Z,0.299,29.9,10.3,71.3,84.9,201.8
4026,2019-06-17 14:00:00Z,0.363,38.1,16.5,91.8,116.1,270.1
4027,2019-06-17 15:00:00Z,0.364,33.6,10.2,93.7,106.6,257.4
4028,2019-06-17 16:00:00Z,0.341,24.6,9.1,91.8,87.6,226.1
4029,2019-06-17 17:00:00Z,0.605,39.2,15,126.7,154.7,364.2
4030,2019-06-17 18:00:00Z,0.598,36.4,17.3,113.8,133.1,317.7
4031,2019-06-17 19:00:00Z,0.417,35.2,13.8,85.1,85.8,216.3
4032,2019-06-17 20:00:00Z,0.373,32.8,15,81.3,84.1,210.4
4033,2019-06-17 21:00:00Z,0.454,34.2,14.3,90.3,86.8,222.9
4034,2019-06-17 22:00:00Z,0.488,44.2,19.2,95.6,116.4,274
4035,2019-06-17 23:00:00Z,0.441,40.3,15.5,88.9,114,263.9
4036,2019-06-18 00:00:00Z,0.39,39,15.2,79.4,96,226.8
4037,2019-06-18 01:00:00Z,0.221,24.7,7.6,65,44.2,132.3
4038,2019-06-18 02:00:00Z,0.207,17.9,9,55.9,35.5,110.6
4039,2019-06-18 03:00:00Z,0.134,16.8,8.2,33,24.1,70.2
4040,2019-06-18 04:00:00Z,0.196,29.5,9.7,57.8,60.8,151.1
4041,2019-06-18 05:00:00Z,0.249,40.1,16.3,75.6,98.4,226.8
4042,2019-06-18 06:00:00Z,0.295,35,11.4,66.4,99.3,219.3
4043,2019-06-18 07:00:00Z,0.434,45.7,16.1,66.5,117.1,246.2
4044,2019-06-18 08:00:00Z,0.449,43.5,13.6,67.9,127.3,263.2
4045,2019-06-18 09:00:00Z,0.431,57.7,17.2,76.5,145.6,299.7
4046,2019-06-18 10:00:00Z,0.368,49.5,16.9,82.7,115.7,260
4047,2019-06-18 11:00:00Z,0.394,46.1,17,80.8,92.7,223.2
4048,2019-06-18 12:00:00Z,0.32,40.7,9.9,81.8,77.4,200.4
4049,2019-06-18 13:00:00Z,0.347,56.3,16.4,98.5,90.9,237.6
4050,2019-06-18 14:00:00Z,0.329,42.7,17.8,89.9,79.1,210.9
4051,2019-06-18 15:00:00Z,0.291,28.5,7.2,67.9,46.6,139.3
4052,2019-06-18 16:00:00Z,0.323,28,9.5,90.8,80.3,214.3
4053,2019-06-18 17:00:00Z,0.408,34.8,12.1,99.9,88.1,235.5
4054,2019-06-18 18:00:00Z,0.364,30.9,19.1,89.4,68.2,194.1
4055,2019-06-18 19:00:00Z,0.299,26.2,14,59.3,31.3,107.1
4056,2019-06-18 20:00:00Z,0.291,19.4,12.6,55,21.5,87.6
4057,2019-06-18 21:00:00Z,0.29,28.8,12.6,55,23.8,91.3
4058,2019-06-18 22:00:00Z,0.309,29.4,15.2,61.7,38.4,120.4
4059,2019-06-18 23:00:00Z,0.288,26.4,11.6,61.2,29,105.9
4060,2019-06-19 00:00:00Z,0.23,18.9,9.1,43,14.1,65.2
4061,2019-06-19 01:00:00Z,0.32,23.9,8.1,47.8,20.9,80.3
4062,2019-06-19 02:00:00Z,0.371,34.1,12.4,73.1,61.3,167.5
4063,2019-06-19 03:00:00Z,0.315,31.4,11.7,62.2,71,171.1
4064,2019-06-19 04:00:00Z,0.356,40.3,21,77.5,111.7,248.7
4065,2019-06-19 05:00:00Z,0.506,,28.2,130,228.3,479.8
4066,2019-06-19 06:00:00Z,0.53,65.1,28.6,115.7,194.7,414.5
4067,2019-06-19 07:00:00Z,0.648,47.6,17.6,128.1,178,401.1
4068,2019-06-19 08:00:00Z,0.692,50.9,20.7,114.3,161.2,361.8
4069,2019-06-19 09:00:00Z,0.722,78.9,26.9,117.1,210.6,440.3
4070,2019-06-19 10:00:00Z,0.64,67.2,26.2,118.5,190.7,411.3
4071,2019-06-19 11:00:00Z,0.652,56.5,20.7,111.4,184.4,394.3
4072,2019-06-19 12:00:00Z,0.499,86.4,19.7,92.3,142.4,310.8
4073,2019-06-19 13:00:00Z,0.449,46.7,18.3,86.1,141.1,302.7
4074,2019-06-19 14:00:00Z,0.428,56.8,20.6,75.5,121.9,262.7
4075,2019-06-19 15:00:00Z,0.476,55.5,19.8,81.8,137,292.1
4076,2019-06-19 16:00:00Z,0.521,41.3,15.7,75.1,110.6,244.4
4077,2019-06-19 17:00:00Z,0.59,40.9,13.4,77,108.4,243.3
4078,2019-06-19 18:00:00Z,0.493,65.4,15.2,67.9,85.7,200
4079,2019-06-19 19:00:00Z,0.64,39.3,17.1,89.4,142.2,307.6
4080,2019-06-19 20:00:00Z,0.613,40.5,16.6,85.1,149.8,315.4
4081,2019-06-19 21:00:00Z,0.701,35.1,19.1,80.3,135.2,287.6
4082,2019-06-19 22:00:00Z,0.526,34.8,14.3,84.6,136,293.5
4083,2019-06-19 23:00:00Z,0.498,32.9,15.3,87.5,132,289.9
4084,2019-06-20 00:00:00Z,0.403,33.6,11.5,78.4,93.2,221.4
4085,2019-06-20 01:00:00Z,0.307,32.7,10.3,65.5,72.2,176.2
4086,2019-06-20 02:00:00Z,0.289,27.3,12.1,63.1,81.1,187.7
4087,2019-06-20 03:00:00Z,0.287,32.8,9.4,55,72,165.8
4088,2019-06-20 04:00:00Z,0.268,24.3,16,59.3,67.7,163.5
4089,2019-06-20 05:00:00Z,0.286,29.6,15.1,64,106.7,227.3
4090,2019-06-20 06:00:00Z,0.403,29.8,9.6,84.6,168,342.3
4091,2019-06-20 07:00:00Z,0.632,35.9,21.2,88.9,203.7,401.1
4092,2019-06-20 08:00:00Z,0.655,43.1,19.5,88.9,209.5,410.6
4093,2019-06-20 09:00:00Z,0.542,57,20.4,75.5,206.8,392.8
4094,2019-06-20 10:00:00Z,0.507,69.4,21.3,73.6,184,355.7
4095,2019-06-20 11:00:00Z,0.458,52.9,14,71.2,171.7,334.2
4096,2019-06-20 12:00:00Z,0.495,45.7,15.8,77.5,164.6,330.5
4097,2019-06-20 13:00:00Z,0.45,44.8,16.5,79.4,167.5,336.1
4098,2019-06-20 14:00:00Z,0.452,63.5,18.7,78.9,183.6,360
4099,2019-06-20 15:00:00Z,0.615,62.2,21.6,82.2,206.2,398.5
4100,2019-06-20 16:00:00Z,0.574,59.6,17.4,74.1,159.1,318.5
4101,2019-06-20 17:00:00Z,0.496,34.1,13,71.7,124.1,262.7
4102,2019-06-20 18:00:00Z,0.355,30.6,8.4,66,96.4,213.5
4103,2019-06-20 19:00:00Z,0.255,23.3,9,60.2,74.2,174.3
4104,2019-06-20 20:00:00Z,0.254,23.8,7.9,61.2,50,138.2
4105,2019-06-20 21:00:00Z,0.304,34.1,14.5,73.1,71.3,182.8
4106,2019-06-20 22:00:00Z,0.249,29.2,13,61.2,71.5,170.8
4107,2019-06-20 23:00:00Z,0.217,22.3,10.1,66.5,76.9,185.1
4108,2019-06-21 00:00:00Z,0.177,21.4,10.3,53.5,47.7,127.2
4109,2019-06-21 01:00:00Z,0.17,29.1,9.5,52.1,43.7,119.5
4110,2019-06-21 02:00:00Z,0.179,20.2,10.9,54.5,38,112.5
4111,2019-06-21 03:00:00Z,0.177,20,6.8,49.8,53.4,131.8
4112,2019-06-21 04:00:00Z,0.234,32.1,8,65.5,104.3,225.7
4113,2019-06-21 05:00:00Z,0.368,38.4,16.1,82.2,193.9,379.3
4114,2019-06-21 06:00:00Z,0.341,40.6,12.2,72.2,133.2,276.7
4115,2019-06-21 07:00:00Z,0.51,33.5,12.6,64.5,147.8,291.3
4116,2019-06-21 08:00:00Z,0.51,44.7,9.3,66,139.7,280.5
4117,2019-06-21 09:00:00Z,0.353,37.2,7.5,65,118.9,247.3
4118,2019-06-21 10:00:00Z,0.307,38.8,8.6,61.7,110,230.5
4119,2019-06-21 11:00:00Z,0.4,42.6,14.3,73.6,142.9,292.4
4120,2019-06-21 12:00:00Z,0.374,43.3,12,74.6,150.3,305.2
4121,2019-06-21 13:00:00Z,0.336,35.5,16.6,74.6,132,276.6
4122,2019-06-21 14:00:00Z,0.308,23.3,8.9,64.5,86.5,197.1
4123,2019-06-21 15:00:00Z,0.305,25.4,6.4,67.4,70,175.1
4124,2019-06-21 16:00:00Z,0.315,22.1,8.4,63.6,73.4,176.1
4125,2019-06-21 17:00:00Z,0.352,24.7,8.8,76.5,82,202.5
4126,2019-06-21 18:00:00Z,0.337,23.7,15.4,78.9,80.8,202.7
4127,2019-06-21 19:00:00Z,0.292,30.6,6.3,66.9,61.5,160.7
4128,2019-06-21 20:00:00Z,0.252,28.6,9.8,64.5,46.5,135.7
4129,2019-06-21 21:00:00Z,0.219,22.6,9.2,59.3,37.2,116.4
4130,2019-06-21 22:00:00Z,0.252,25,5.2,59.8,44.2,127.6
4131,2019-06-21 23:00:00Z,0.226,22.4,9.7,55,47.2,127.2
4132,2019-06-22 00:00:00Z,0.209,19.2,5.9,53.5,35.4,108.1
4133,2019-06-22 01:00:00Z,0.133,15.6,2.7,34.4,21.5,67.8
4134,2019-06-22 02:00:00Z,0.158,17.6,5.2,39.7,28.3,83.5
4135,2019-06-22 03:00:00Z,0.155,20.7,6.6,50.7,41.6,114.5
4136,2019-06-22 04:00:00Z,0.187,24.8,9.4,61.2,54.1,144.1
4137,2019-06-22 05:00:00Z,0.191,27.5,11.2,58.8,66.4,160.7
4138,2019-06-22 06:00:00Z,0.181,24.9,8.4,50.7,57.1,138.3
4139,2019-06-22 07:00:00Z,0.278,26.8,12.3,53.5,68.8,159.6
4140,2019-06-22 08:00:00Z,0.251,29,10.7,50.2,71.3,160
4141,2019-06-22 09:00:00Z,0.275,33.2,11.9,51.6,67.8,156.3
4142,2019-06-22 10:00:00Z,0.261,37.4,10.8,51.6,51.7,131
4143,2019-06-22 11:00:00Z,0.218,25.9,10.1,48.8,37.6,107
4144,2019-06-22 12:00:00Z,0.227,20.9,8.5,50.2,36.3,106.1
4145,2019-06-22 13:00:00Z,0.246,29,9.5,58.3,48,132.2
4146,2019-06-22 14:00:00Z,0.225,22.3,12.2,63.1,49.3,139.2
4147,2019-06-22 15:00:00Z,0.292,29.5,12.5,69.3,49.5,145.2
4148,2019-06-22 16:00:00Z,0.328,25.3,10.2,86.5,62.2,181.9
4149,2019-06-22 17:00:00Z,0.314,28.2,12.6,78.9,47.3,151
4150,2019-06-22 18:00:00Z,0.352,29.3,15,94.6,67,197.4
4151,2019-06-22 19:00:00Z,0.321,27.5,14,91.8,52.4,172.3
4152,2019-06-22 20:00:00Z,0.323,34.8,16.9,92.3,46.6,164.1
4153,2019-06-22 21:00:00Z,0.302,33.4,16.8,89.4,38.6,148.7
4154,2019-06-22 22:00:00Z,0.317,29.1,13.9,90.4,44.9,159.5
4155,2019-06-22 23:00:00Z,0.289,37.8,18.3,83.2,41.4,147.2
4156,2019-06-23 00:00:00Z,0.31,34.3,15.6,83.7,49.8,160.8
4157,2019-06-23 01:00:00Z,0.34,33.9,19.5,79.9,35.9,134.8
4158,2019-06-23 02:00:00Z,0.302,48.7,27.2,67.5,29.1,112
4159,2019-06-23 03:00:00Z,0.262,31.1,16.7,61.2,26.2,101.3
4160,2019-06-23 04:00:00Z,0.303,38.7,25.2,61.7,29.2,106.4
4161,2019-06-23 05:00:00Z,0.271,32.1,22.5,55.5,25.6,95.1
4162,2019-06-23 06:00:00Z,0.271,32.7,15.1,55,31.3,103.3
4163,2019-06-23 07:00:00Z,0.274,34.6,21.8,54.5,37.3,112.1
4164,2019-06-23 08:00:00Z,0.291,35,16.4,53.6,36.5,109.5
4165,2019-06-23 09:00:00Z,0.27,29.7,14.4,43.5,26.9,84.6
4166,2019-06-23 10:00:00Z,0.294,25.2,13.9,45.4,34,97.5
4167,2019-06-23 11:00:00Z,0.278,28.1,9.6,38.2,26.8,79.7
4168,2019-06-23 12:00:00Z,0.263,27.4,11.5,43,32.5,93
4169,2019-06-23 13:00:00Z,0.286,23.8,13.3,52.6,36.5,108.3
4170,2019-06-23 14:00:00Z,0.251,17.8,10.5,45,30.7,91.9
4171,2019-06-23 15:00:00Z,0.295,23.9,12.1,48.3,36.6,105
4172,2019-06-23 16:00:00Z,0.295,25.3,11,47.8,29.2,92.9
4173,2019-06-23 17:00:00Z,0.325,29.6,14.4,63.1,44.3,131.5
4174,2019-06-23 18:00:00Z,0.381,27.9,9.9,76,51.4,154.8
4175,2019-06-23 19:00:00Z,0.327,20.9,19.5,64.5,33.3,115.4
4176,2019-06-23 20:00:00Z,0.317,,,59.3,23.1,94.9
4177,2019-06-23 21:00:00Z,0.37,26.5,15.4,,,
4178,2019-06-23 22:00:00Z,0.337,32.4,14.2,57.8,29.8,103.7
4179,2019-06-23 23:00:00Z,0.356,27.8,17.7,63.1,32.2,112.7
4180,2019-06-24 00:00:00Z,0.327,23.3,9,52.1,20.5,83.7
4181,2019-06-24 01:00:00Z,0.257,27.1,8.6,44.5,15.8,69
4182,2019-06-24 02:00:00Z,0.227,21.2,10.3,42.1,15.2,65.4
4183,2019-06-24 03:00:00Z,0.25,31.4,14.7,60.2,37.8,118.4
4184,2019-06-24 04:00:00Z,0.346,37.8,18.6,75.5,93.4,218.8
4185,2019-06-24 05:00:00Z,0.388,40.3,22,90.8,145,313.3
4186,2019-06-24 06:00:00Z,0.487,52.9,20.3,99.4,174.1,366.5
4187,2019-06-24 07:00:00Z,0.762,59,16.6,116.7,223.2,459.2
4188,2019-06-24 08:00:00Z,0.716,55.4,18.5,105.2,160.5,351.4
4189,2019-06-24 09:00:00Z,0.489,50,14.4,96.6,113.6,270.8
4190,2019-06-24 10:00:00Z,0.522,60.8,18.5,123.3,155.3,361.6
4191,2019-06-24 11:00:00Z,0.575,76.2,24.5,115.7,142.9,335.3
4192,2019-06-24 12:00:00Z,0.516,62.2,24.3,98.9,112.3,271.5
4193,2019-06-24 13:00:00Z,0.446,60.4,20,86,83.3,213.3
4194,2019-06-24 14:00:00Z,0.411,65.9,19.6,74.6,66.1,176.4
4195,2019-06-24 15:00:00Z,0.375,49.5,13.3,83.7,51.5,162.7
4196,2019-06-24 16:00:00Z,0.391,42.5,14.1,76,57.1,164.4
4197,2019-06-24 17:00:00Z,0.415,38.7,15.6,87.5,51.6,166.7
4198,2019-06-24 18:00:00Z,0.4,38.5,18,80.3,42.5,145.5
4199,2019-06-24 19:00:00Z,0.416,41.6,18.2,77,38,135.5
4200,2019-06-24 20:00:00Z,0.389,33.3,15.7,60.7,26.5,101.8
4201,2019-06-24 21:00:00Z,0.312,28,11.5,47.3,14.3,69.9
4202,2019-06-24 22:00:00Z,0.298,29.6,12.3,38.7,14.9,61.9
4203,2019-06-24 23:00:00Z,0.28,22.2,13.6,32,12.6,51.5
4204,2019-06-25 00:00:00Z,0.272,25.3,7.6,38.7,11.7,56.7
4205,2019-06-25 01:00:00Z,0.212,16.7,10.3,33,10,48
4206,2019-06-25 02:00:00Z,0.217,24.7,10.9,35.8,13.3,56.7
4207,2019-06-25 03:00:00Z,0.203,30.8,13.5,41.1,26.4,81.7
4208,2019-06-25 04:00:00Z,0.313,43.1,13.5,56.9,68.8,162.8
4209,2019-06-25 05:00:00Z,0.432,52.1,25.4,77.9,176,347.9
4210,2019-06-25 06:00:00Z,0.681,65.1,27.8,90.8,263.3,494.8
4211,2019-06-25 07:00:00Z,0.99,62,27.4,87.5,246.3,464.9
4212,2019-06-25 08:00:00Z,0.89,63.2,29.2,96.6,234,455.9
4213,2019-06-25 09:00:00Z,0.616,76.6,29.7,103.7,201,412.1
4214,2019-06-25 10:00:00Z,0.721,65.1,29.4,108,184.8,391.5
4215,2019-06-25 11:00:00Z,0.541,54,23.4,104.7,136.8,314.3
4216,2019-06-25 12:00:00Z,0.536,56.9,27.1,108,112.4,280.4
4217,2019-06-25 13:00:00Z,0.493,52.9,21.8,97.1,113.2,271
4218,2019-06-25 14:00:00Z,0.506,46.1,22.8,118.5,149.5,348.1
4219,2019-06-25 15:00:00Z,0.487,49.3,25.3,119.5,134.5,325.7
4220,2019-06-25 16:00:00Z,0.657,55.6,32.7,122.4,107.3,286.5
4221,2019-06-25 17:00:00Z,0.721,53.4,26.7,114.7,100.3,268.8
4222,2019-06-25 18:00:00Z,0.529,43.5,24.6,98,60.5,190.7
4223,2019-06-25 19:00:00Z,0.44,49.1,22.2,109.9,42.7,176.1
4224,2019-06-25 20:00:00Z,0.406,53.4,22.7,115.2,42.2,179.8
4225,2019-06-25 21:00:00Z,0.304,43.1,11.2,47.8,23.9,84.5
4226,2019-06-25 22:00:00Z,0.278,42.4,15.2,47.8,15.6,71.4
4227,2019-06-25 23:00:00Z,0.238,33.1,16.4,42.1,10.9,58.7
4228,2019-06-26 00:00:00Z,0.218,29,16.3,31.6,7.2,43
4229,2019-06-26 01:00:00Z,0.199,28.7,13.1,31.6,5.4,39.7
4230,2019-06-26 02:00:00Z,0.196,30.8,14.8,27.8,6.7,38.2
4231,2019-06-26 03:00:00Z,0.194,29.9,15.7,29.2,8.5,42.6
4232,2019-06-26 04:00:00Z,0.265,48.8,26.5,56.9,34.1,109.6
4233,2019-06-26 05:00:00Z,0.358,61.9,28.3,97.1,82,222.8
4234,2019-06-26 06:00:00Z,0.342,58.4,33.7,78.9,50.4,157
4235,2019-06-26 07:00:00Z,0.474,58.4,33.4,92.3,86.7,225.6
4236,2019-06-26 08:00:00Z,0.482,69.8,29.7,82.7,73.8,196.3
4237,2019-06-26 09:00:00Z,0.419,67.5,28.1,77.5,66.2,179.1
4238,2019-06-26 10:00:00Z,0.407,62,23.1,76.5,57.6,164.7
4239,2019-06-26 11:00:00Z,0.379,72,26.3,77.5,51.9,157.5
4240,2019-06-26 12:00:00Z,0.346,56.9,24.1,78,51.2,157.3
4241,2019-06-26 13:00:00Z,0.358,59.1,24.6,80.8,48.4,155.5
4242,2019-06-26 14:00:00Z,0.349,65.5,25.3,73.6,45.9,144.1
4243,2019-06-26 15:00:00Z,0.375,54.3,26,79.8,42.9,145.7
4244,2019-06-26 16:00:00Z,0.396,56.4,22.7,76.5,39.5,137.2
4245,2019-06-26 17:00:00Z,0.424,48.8,23.5,81.3,39.5,141.7
4246,2019-06-26 18:00:00Z,0.373,53.5,23.7,60.3,22.1,94.3
4247,2019-06-26 19:00:00Z,0.369,58.8,25.2,66,20.7,97.5
4248,2019-06-26 20:00:00Z,0.306,43.3,17.1,52.6,16.8,78.9
4249,2019-06-26 21:00:00Z,0.276,44.6,17.1,40.2,13.1,60.6
4250,2019-06-26 22:00:00Z,0.255,40.4,21.3,35.4,8.8,49.1
4251,2019-06-26 23:00:00Z,0.24,37.8,22.1,30.1,6.3,39.6
4252,2019-06-27 00:00:00Z,0.221,43.7,22.6,24.9,5.3,33.3
4253,2019-06-27 01:00:00Z,0.142,40,17.1,17.2,4.5,24.6
4254,2019-06-27 02:00:00Z,0.134,29,22.3,17.2,5.6,25.7
4255,2019-06-27 03:00:00Z,0.133,35.4,12.1,22,9.4,36.2
4256,2019-06-27 04:00:00Z,0.172,36.4,11.6,40.6,28.6,85
4257,2019-06-27 05:00:00Z,0.196,34.3,15.3,60.7,61.3,154.5
4258,2019-06-27 06:00:00Z,0.268,32.2,11.3,67.4,82.4,193.9
4259,2019-06-27 07:00:00Z,0.315,39,13.1,68.8,84.8,199.1
4260,2019-06-27 08:00:00Z,0.339,46,14.2,71.7,85.1,202.4
4261,2019-06-27 09:00:00Z,0.292,50.5,17.8,68.8,76.8,187
4262,2019-06-27 10:00:00Z,0.271,47.7,16.9,63.6,51,142.3
4263,2019-06-27 11:00:00Z,0.304,49.4,20.4,75.6,67.6,179.5
4264,2019-06-27 12:00:00Z,0.244,49,18.9,82.2,70.2,190.2
4265,2019-06-27 13:00:00Z,0.271,83.3,17.8,92.3,77.9,212
4266,2019-06-27 14:00:00Z,0.27,60.7,19.4,100.9,92.1,242.4
4267,2019-06-27 15:00:00Z,0.283,50.3,15.3,98.5,94.1,242.8
4268,2019-06-27 16:00:00Z,0.299,52.1,20.1,97.5,61.6,191.8
4269,2019-06-27 17:00:00Z,0.285,44.8,18.4,88.5,49.3,163.7
4270,2019-06-27 18:00:00Z,0.283,42.3,10.9,83.2,37.2,140.2
4271,2019-06-27 19:00:00Z,0.222,31.4,13.4,66.4,25.9,106.6
4272,2019-06-27 20:00:00Z,0.221,34.9,11.4,69.8,28.8,113.7
4273,2019-06-27 21:00:00Z,0.205,32.2,13.8,62.6,22.9,98.4
4274,2019-06-27 22:00:00Z,0.169,27.2,9.5,63.6,21.4,97
4275,2019-06-27 23:00:00Z,0.134,34.1,15.1,66,20,96.8
4276,2019-06-28 00:00:00Z,0.094,30,5.6,55,16.8,81.2
4277,2019-06-28 01:00:00Z,0.149,24.2,6.4,46.4,11,63.5
4278,2019-06-28 02:00:00Z,0.143,22.1,6.6,44,8.6,57.3
4279,2019-06-28 03:00:00Z,0.153,31.5,12.8,61.7,18.5,89.7
4280,2019-06-28 04:00:00Z,0.206,34.9,12.3,92.3,45.1,161.3
4281,2019-06-28 05:00:00Z,0.221,34.7,11.9,98,66.3,199.7
4282,2019-06-28 06:00:00Z,0.292,50.9,19,93.7,95.6,241.3
4283,2019-06-28 07:00:00Z,0.352,49.7,16.4,81.3,81.1,206.2
4284,2019-06-28 08:00:00Z,0.395,49.3,13.7,85.6,85.6,216.9
4285,2019-06-28 09:00:00Z,0.301,52.2,15.5,80.8,72.4,192.1
4286,2019-06-28 10:00:00Z,0.368,58,14.8,94.7,76.7,212.1
4287,2019-06-28 11:00:00Z,0.356,55.1,15.2,96.1,75.1,210.9
4288,2019-06-28 12:00:00Z,0.367,58.8,18,104.2,72,214.6
4289,2019-06-28 13:00:00Z,0.294,46.6,13.1,85.1,53.5,167.4
4290,2019-06-28 14:00:00Z,0.299,36.8,14.8,93.7,52.5,174.4
4291,2019-06-28 15:00:00Z,0.292,33.3,12.3,93.2,49.3,168.9
4292,2019-06-28 16:00:00Z,0.373,30.2,10.9,114.2,62.9,211
4293,2019-06-28 17:00:00Z,0.377,33.4,13.2,120.9,65.8,222.1
4294,2019-06-28 18:00:00Z,0.408,38.3,13.3,116.6,61.5,211.2
4295,2019-06-28 19:00:00Z,0.339,33.7,15.5,106.1,45.5,176.4
4296,2019-06-28 20:00:00Z,0.349,31.1,14.7,111.4,41.2,174.6
4297,2019-06-28 21:00:00Z,0.326,25.8,15.8,93.7,34.1,146.4
4298,2019-06-28 22:00:00Z,0.343,30.6,15.8,88.9,33.8,141.2
4299,2019-06-28 23:00:00Z,0.352,30.6,11.2,91.3,39.3,152
4300,2019-06-29 00:00:00Z,0.342,43.1,11.1,98,43.5,165
4301,2019-06-29 01:00:00Z,0.263,35.4,8.3,70.3,25.2,109.3
4302,2019-06-29 02:00:00Z,0.231,26,8.1,61.2,18.9,90.6
4303,2019-06-29 03:00:00Z,0.204,29.1,15.1,55.9,21.8,89
4304,2019-06-29 04:00:00Z,0.216,32.5,18.3,66.4,28.8,110.9
4305,2019-06-29 05:00:00Z,0.236,32.3,14.4,80.3,50,157.1
4306,2019-06-29 06:00:00Z,0.3,46.3,24.6,88.5,77.2,207.1
4307,2019-06-29 07:00:00Z,0.305,43.9,15.1,83.2,63.1,180.2
4308,2019-06-29 08:00:00Z,0.304,44.9,18.8,86.5,64.8,185.6
4309,2019-06-29 09:00:00Z,0.298,37.5,19.3,87,50.5,164.3
4310,2019-06-29 10:00:00Z,0.294,32.9,18.4,98.5,58.7,188.8
4311,2019-06-29 11:00:00Z,0.262,34.9,16.6,81.3,40.1,143.3
4312,2019-06-29 12:00:00Z,0.247,30.6,9.6,80.3,41.6,144.4
4313,2019-06-29 13:00:00Z,0.246,25.8,13.5,83.7,33.6,135.7
4314,2019-06-29 14:00:00Z,0.232,23.4,9.1,77,30.3,123.5
4315,2019-06-29 15:00:00Z,0.252,22.9,11.6,75.1,29.6,120.9
4316,2019-06-29 16:00:00Z,0.26,23.9,9.2,80.3,33.1,131.3
4317,2019-06-29 17:00:00Z,0.248,25.3,7.9,82.7,33.4,133.7
4318,2019-06-29 18:00:00Z,0.294,27.6,11.7,104.7,44.5,173.4
4319,2019-06-29 19:00:00Z,0.356,32.1,16.3,99.9,42.4,165
4320,2019-06-29 20:00:00Z,0.333,38.8,33,93.2,32.6,143.2
4321,2019-06-29 21:00:00Z,0.546,46.2,25.1,124.8,70.7,233
4322,2019-06-29 22:00:00Z,0.584,77.5,46.1,122.8,65.1,223.1
4323,2019-06-29 23:00:00Z,0.557,46.6,22.9,140.1,98.6,291.7
4324,2019-06-30 00:00:00Z,0.586,54.7,39.9,135.3,101.6,290.8
4325,2019-06-30 01:00:00Z,0.702,55,30.5,127.2,121,313.7
